id,name,age,position,Current Club,nationality,minutes_played_overall,minutes_played_home,minutes_played_away,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
1148,V_Moses,30,Midfielder,Chelsea,Nigeria,26,17,9,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3.46,26,13,0,0,0,-1,-1,-1,23
1149,V_Nilsson_LindelÃ¶f,26,Defender,Manchester United,Sweden,2602,1112,1490,30,13,17,1,1,0,1,0,1,0,0,6,2,4,38,13,25,1,0,0.07,0.03,0.03,0.08,0,2602,1.31,68,87,2602,2602,0.03,263,246,88,14
1150,V_Wanyama,29,Midfielder,Tottenham Hotspur,Kenya,509,302,207,13,9,4,1,1,0,0,0,0,0,0,6,4,2,3,3,0,2,0,0.18,0,0.18,0.3,0,509,0.53,170,39,255,0,0.35,106,266,-1,11
1151,V_GyÃ¶keres,22,Forward,Brighton & Hove Albion,Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1152,V_Janssen,26,Forward,Tottenham Hotspur,Netherlands,36,36,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,28
1153,V_Kompany,34,Defender,Manchester City,Belgium,1223,561,662,17,8,9,1,1,0,0,0,0,0,0,7,3,4,7,3,4,6,0,0.07,0,0.07,0.16,0,1223,0.52,175,72,204,0,0.44,194,384,7,12
1154,V_van_Dijk,29,Defender,Liverpool,Netherlands,3385,1675,1710,38,19,19,4,2,2,2,1,1,0,0,21,12,9,19,8,11,1,0,0.16,0.05,0.11,0.11,0.11,846,0.51,178,89,3385,1693,0.03,152,201,5,6
1155,W_Hennessey,33,Goalkeeper,Crystal Palace,Wales,1575,675,900,18,8,10,0,0,0,0,0,0,0,0,5,2,3,23,8,15,0,0,0,0,0,0,0,0,1.31,68,88,0,0,0,321,404,87,13
1156,W_Morgan,36,Defender,Leicester City,Jamaica,1926,783,1143,22,9,13,3,1,2,0,0,0,0,0,6,3,3,24,9,15,5,2,0.14,0,0.14,0.11,0.16,642,1.12,80,88,385,0,0.23,125,300,48,6
1157,W_Hoedt,26,Defender,Southampton,Netherlands,1170,540,630,13,6,7,0,0,0,0,0,0,0,0,4,2,2,20,5,15,2,0,0,0,0,0,0,0,1.54,59,90,585,0,0.15,374,370,123,27
1158,W_Daniel_Caballero,39,Goalkeeper,Chelsea,Argentina,180,90,90,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,19
1159,W_Zaha,28,Midfielder,Crystal Palace,CÃ´te d'Ivoire,3041,1347,1694,34,15,19,10,1,9,5,3,2,0,0,10,5,5,45,18,27,10,1,0.44,0.15,0.3,0.07,0.48,304,1.33,68,89,304,608,0.3,63,92,-1,2
1160,W_Hughes,25,Midfielder,Watford,England,2436,1251,1185,32,16,16,2,1,1,4,2,2,0,0,5,3,2,39,19,20,5,0,0.22,0.15,0.07,0.07,0.08,1218,1.44,62,76,487,609,0.18,199,91,-1,8
1161,W_Norris,27,Goalkeeper,Wolverhampton Wanderers,England,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1162,W,32,Forward,Chelsea,Brazil,2108,833,1275,32,15,17,3,2,1,6,3,3,0,0,13,7,6,23,6,17,2,0,0.38,0.26,0.13,0.22,0.07,703,0.98,92,66,1054,351,0.09,132,36,-1,8
1163,W_Boly,29,Defender,Wolverhampton Wanderers,France,3169,1530,1639,36,17,19,4,2,2,0,0,0,0,0,8,6,2,38,17,21,3,1,0.11,0,0.11,0.12,0.11,792,1.08,83,88,792,0,0.11,148,312,43,4
1164,X_Shaqiri,29,Midfielder,Liverpool,Switzerland,1058,538,520,24,12,12,6,5,1,3,0,3,0,0,12,7,5,5,3,2,2,0,0.77,0.26,0.51,0.84,0.17,176,0.43,212,44,529,353,0.17,15,39,-1,4
1165,Y_Valery,21,Defender,Southampton,France,1715,1070,645,23,13,10,2,1,1,1,1,0,0,0,3,1,2,26,17,9,5,1,0.16,0.05,0.1,0.08,0.14,858,1.36,66,75,343,1715,0.26,162,214,95,7
1166,Y_Fernando_Mina_GonzÃ¡lez,26,Defender,Everton,Colombia,890,360,530,13,6,7,1,0,1,0,0,0,0,0,4,3,1,12,3,9,3,0,0.1,0,0.1,0,0.17,890,1.21,74,68,297,0,0.3,161,329,67,9
1167,Y_Muto,28,Forward,Newcastle United,Japan,516,180,336,17,8,9,1,0,1,0,0,0,0,0,5,1,4,10,3,7,1,0,0.17,0,0.17,0,0.27,516,1.74,52,30,516,0,0.17,113,290,-1,8
1223,Y_Tielemans,23,Midfielder,Leicester City,Belgium,1092,575,517,13,7,6,3,2,1,4,2,2,0,0,3,3,0,13,5,8,2,0,0.58,0.33,0.25,0.31,0.17,364,1.07,84,84,546,273,0.16,80,13,-1,4
1231,Y_Bissouma,24,Midfielder,Brighton & Hove Albion,Mali,1769,747,1022,28,13,15,0,0,0,0,0,0,0,0,5,4,1,30,14,16,5,0,0,0,0,0,0,0,1.53,59,63,354,0,0.25,402,293,-1,17
1243,Z_Medley,20,Defender,Arsenal,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1256,Z_Steven_Sessegnon,20,Defender,Fulham,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
1297,Åukasz_FabiaÅ„ski,35,Goalkeeper,West Ham United,Poland,3420,1710,1710,38,19,19,0,0,0,0,0,0,0,0,7,4,3,48,23,25,0,0,0,0,0,0,0,0,1.26,71,90,0,0,0,391,343,81,19
